grievance,lag,protest,correlation,p_value,significant
narrative_corruption,-9,2019-06-09,-0.2527141685011454,0.32777312924240437,0
narrative_corruption,-8,2019-06-09,-0.16944589654054915,0.501472780667545,0
narrative_corruption,-7,2019-06-09,0.03793025198206416,0.8774800656539302,0
narrative_corruption,-6,2019-06-09,-0.03936840447646482,0.8691111805160656,0
narrative_corruption,-5,2019-06-09,0.10382922320176842,0.6542368057305588,0
narrative_corruption,-4,2019-06-09,-0.08610901998863321,0.7031881217271674,0
narrative_corruption,-3,2019-06-09,0.05523979408540579,0.8023260742159235,0
narrative_corruption,-2,2019-06-09,0.0829425804793699,0.7000096502973217,0
narrative_corruption,-1,2019-06-09,-0.15451470581667764,0.4608383234283728,0
narrative_corruption,0,2019-06-09,-0.03183779552939436,0.8772973777292608,0
narrative_corruption,1,2019-06-09,0.18696021378976005,0.37085669230037305,0
narrative_corruption,2,2019-06-09,0.31551480306801943,0.1331352459180748,0
narrative_corruption,3,2019-06-09,-0.349827888118754,0.10176926727423602,0
narrative_corruption,4,2019-06-09,-0.22165526409505013,0.3215037669509989,0
narrative_corruption,5,2019-06-09,-0.3203822983143272,0.15679848351264591,0
narrative_corruption,6,2019-06-09,0.4810340688268602,0.031779678809344,1
narrative_corruption,7,2019-06-09,0.14411533842457835,0.5561136022062876,0
narrative_corruption,8,2019-06-09,-0.12425611241505273,0.623257627683423,0
narrative_corruption,9,2019-06-09,-0.3804965047015417,0.13189396928731154,0
narrative_corruption,10,2019-06-09,0.030398888289556635,0.9110162320771913,0
narrative_corruption,11,2019-06-09,-0.06359299253251996,0.8218593212335088,0
narrative_corruption,12,2019-06-09,0.33173109336859047,0.24658422774610034,0
narrative_corruption,13,2019-06-09,-0.240531060898235,0.42859991952080734,0
narrative_corruption,14,2019-06-09,0.06369536815866977,0.8440945253710844,0
narrative_corruption,15,2019-06-09,0.16889606706601468,0.6195840626781891,0
narrative_corruption,16,2019-06-09,0.28662974556000714,0.4220202574267855,0
narrative_economic,-9,2019-06-09,-0.7716560534386552,0.00028540842679441433,1
narrative_economic,-8,2019-06-09,-0.014640635982519567,0.9540208053048129,0
narrative_economic,-7,2019-06-09,0.05607569000912255,0.8196361169152514,0
narrative_economic,-6,2019-06-09,-0.10687085176366792,0.6538249996990361,0
narrative_economic,-5,2019-06-09,0.38672103556980925,0.08331277019343547,0
narrative_economic,-4,2019-06-09,0.0486790330237552,0.8296705325679241,0
narrative_economic,-3,2019-06-09,0.10837069747882626,0.622579338489252,0
narrative_economic,-2,2019-06-09,0.3718661677850368,0.07356483656528691,0
narrative_economic,-1,2019-06-09,0.06623141949312454,0.7531043974051719,0
narrative_economic,0,2019-06-09,-0.14982732675455104,0.46506101190291227,0
narrative_economic,1,2019-06-09,-0.011549443857139415,0.9563038456725156,0
narrative_economic,2,2019-06-09,0.047676053026839575,0.8249204407338717,0
narrative_economic,3,2019-06-09,0.060820474255307726,0.7827988084394953,0
narrative_economic,4,2019-06-09,0.1026468035214506,0.6494282888517227,0
narrative_economic,5,2019-06-09,0.03976189331561167,0.8641282158746731,0
narrative_economic,6,2019-06-09,-0.1342182194952312,0.5726480901398209,0
narrative_economic,7,2019-06-09,0.12873165469971115,0.5994248002806482,0
narrative_economic,8,2019-06-09,-0.1172415504407635,0.6431440882878128,0
narrative_economic,9,2019-06-09,-0.7169241378072307,0.001200527853291809,1
narrative_economic,10,2019-06-09,-0.36836440950519045,0.16035375342872052,0
narrative_economic,11,2019-06-09,0.09583148474999084,0.7340540044746378,0
narrative_economic,12,2019-06-09,0.10473998345914065,0.7215820502467849,0
narrative_economic,13,2019-06-09,0.03514106704307447,0.9092617665768902,0
narrative_economic,14,2019-06-09,-0.046098333442664306,0.8868757047576812,0
narrative_economic,15,2019-06-09,0.16804267901016084,0.6213804627711758,0
narrative_economic,16,2019-06-09,0.5200754416221913,0.123326861772593,0
narrative_corruption,-9,2019-07-01,-0.2418990814025774,0.3495812425574443,0
narrative_corruption,-8,2019-07-01,-0.05988860114323016,0.8133893199895641,0
narrative_corruption,-7,2019-07-01,0.09337107844006816,0.7037992220182864,0
narrative_corruption,-6,2019-07-01,0.5019325329174306,0.024130285672763208,1
narrative_corruption,-5,2019-07-01,-0.26450027226571654,0.24659742785154004,0
narrative_corruption,-4,2019-07-01,0.06832336405107996,0.7625667779249838,0
narrative_corruption,-3,2019-07-01,0.07811604867772809,0.7231278489615578,0
narrative_corruption,-2,2019-07-01,-0.009164305694435737,0.9661002940836194,0
narrative_corruption,-1,2019-07-01,-0.10163695705747627,0.628795613138839,0
narrative_corruption,0,2019-07-01,-0.31555897999872684,0.11633680849473754,0
narrative_corruption,1,2019-07-01,-0.2976954680068975,0.1483794157907645,0
narrative_corruption,2,2019-07-01,0.20976170241349873,0.32523238986287456,0
narrative_corruption,3,2019-07-01,0.02226176510376194,0.9196918086958257,0
narrative_corruption,4,2019-07-01,-0.23813827374191043,0.2858739507848171,0
narrative_corruption,5,2019-07-01,0.11021129507896192,0.6343743795522078,0
narrative_corruption,6,2019-07-01,0.22760261614199884,0.33450629642087915,0
