grievance,lag,protest,correlation,p_value,significant
narrative_gov,-9,2020-10-22,0.0,0.9999999999999999,0
narrative_gov,-8,2020-10-22,0.03331483023263847,0.8955923561149254,0
narrative_gov,-7,2020-10-22,0.031497039417435604,0.8981467550831754,0
narrative_gov,-6,2020-10-22,-0.5129891760425771,0.02071954304481241,1
narrative_gov,-5,2020-10-22,0.0,0.999999999999999,0
narrative_gov,-4,2020-10-22,0.5117663157191591,0.014905674800986467,1
narrative_gov,-3,2020-10-22,0.019968076595771784,0.9279440947274474,0
narrative_gov,-2,2020-10-22,0.019114484997483853,0.9293598169953396,0
narrative_gov,-1,2020-10-22,0.01833088937766916,0.9306960746533632,0
narrative_gov,0,2020-10-22,0.0,1.0,0
narrative_gov,1,2020-10-22,0.0,0.9999999999999984,0
narrative_gov,2,2020-10-22,0.0,1.0,0
narrative_gov,3,2020-10-22,0.0,1.0,0
narrative_gov,4,2020-10-22,-0.020901483117353768,0.9264408389027374,0
narrative_gov,5,2020-10-22,-0.021926450482675733,0.9248408131264921,0
narrative_gov,6,2020-10-22,0.0,1.0,0
narrative_gov,7,2020-10-22,0.0,0.9999999999999993,0
narrative_gov,8,2020-10-22,-0.5144957554275265,0.028919289293475217,1
narrative_gov,9,2020-10-22,0.0,0.9999999999999999,0
narrative_gov,10,2020-10-22,0.5163977794943223,0.04056859314010955,1
narrative_gov,11,2020-10-22,0.0,1.0000000000000009,0
narrative_gov,12,2020-10-22,0.0,1.0,0
narrative_gov,13,2020-10-22,-0.5204164998665332,0.06826192765220936,0
narrative_gov,14,2020-10-22,0.0,1.0,0
narrative_gov,15,2020-10-22,0.0,0.9999999999999996,0
narrative_gov,16,2020-10-22,0.5270462766947299,0.11749458266709459,0
narrative_dem_reform,-9,2020-10-22,0.018330889377669156,0.9443301317815325,0
narrative_dem_reform,-8,2020-10-22,-6.938893903907228e-18,1.0000000000000002,0
narrative_dem_reform,-7,2020-10-22,-0.2965855070008698,0.21757699779756998,0
narrative_dem_reform,-6,2020-10-22,0.2993592018315036,0.19976542250733226,0
narrative_dem_reform,-5,2020-10-22,0.013558153613666007,0.9534864507238938,0
