grievance,lag,protest,correlation,p_value,significant
narrative_gov,-9,2018-06-09,0.01685499656158106,0.9488065765564019,0
narrative_gov,-8,2018-06-09,0.01588903708917906,0.9501046141070242,0
narrative_gov,-7,2018-06-09,-0.5560296080449165,0.01343307553219264,1
narrative_gov,-6,2018-06-09,0.0,1.0,0
narrative_gov,-5,2018-06-09,0.2738612787525831,0.22964363243911382,0
narrative_gov,-4,2018-06-09,-0.27355060221609667,0.2180111442875599,0
narrative_gov,-3,2018-06-09,0.5465357250000212,0.006967886789424336,1
narrative_gov,-2,2018-06-09,0.0,1.0,0
narrative_gov,-1,2018-06-09,0.0,0.9999999999999984,0
narrative_gov,0,2018-06-09,0.0,1.0,0
narrative_gov,1,2018-06-09,0.0,0.9999999999999984,0
narrative_gov,2,2018-06-09,0.0,1.0,0
narrative_gov,3,2018-06-09,-0.028363801389869988,0.8977789417279448,0
narrative_gov,4,2018-06-09,-0.029695693545824943,0.8956303826893284,0
narrative_gov,5,2018-06-09,-0.3587804401793932,0.1102285611177176,0
narrative_gov,6,2018-06-09,0.3306232612667903,0.15450538909479017,0
narrative_gov,7,2018-06-09,-0.5137011669140813,0.024464633394733305,1
narrative_gov,8,2018-06-09,0.0,1.0000000000000002,0
narrative_gov,9,2018-06-09,0.0,0.9999999999999999,0
narrative_gov,10,2018-06-09,0.5163977794943223,0.04056859314010955,1
narrative_gov,11,2018-06-09,0.0,1.0000000000000009,0
narrative_gov,12,2018-06-09,0.0,1.0,0
narrative_gov,13,2018-06-09,0.0,1.000000000000001,0
narrative_gov,14,2018-06-09,0.0,1.0,0
narrative_gov,15,2018-06-09,-0.05590169943749472,0.8703225323921444,0
narrative_gov,16,2018-06-09,0.0,1.0,0
narrative_dem_reform,-9,2018-06-09,0.0,0.9999999999999999,0
narrative_dem_reform,-8,2018-06-09,-0.5144957554275265,0.028919289293475217,1
narrative_dem_reform,-7,2018-06-09,0.5137011669140813,0.024464633394733305,1
narrative_dem_reform,-6,2018-06-09,0.0,1.0,0
narrative_dem_reform,-5,2018-06-09,0.0,0.999999999999999,0
narrative_dem_reform,-4,2018-06-09,0.0,1.0,0
narrative_dem_reform,-3,2018-06-09,0.0,1.0,0
narrative_dem_reform,-2,2018-06-09,0.0,1.0,0
narrative_dem_reform,-1,2018-06-09,0.0,0.9999999999999984,0
narrative_dem_reform,0,2018-06-09,0.0,1.0,0
narrative_dem_reform,1,2018-06-09,0.0,0.9999999999999984,0
narrative_dem_reform,2,2018-06-09,-0.02474610820719749,0.9086225772125864,0
narrative_dem_reform,3,2018-06-09,0.0,1.0,0
narrative_dem_reform,4,2018-06-09,0.0,1.0,0
narrative_dem_reform,5,2018-06-09,-0.724568837309472,0.00020332816660887442,1
narrative_dem_reform,6,2018-06-09,0.7254762501100116,0.00029456415536660194,1
narrative_dem_reform,7,2018-06-09,0.0,0.9999999999999993,0
narrative_dem_reform,8,2018-06-09,0.0,1.0000000000000002,0
narrative_dem_reform,9,2018-06-09,0.0,0.9999999999999999,0
narrative_dem_reform,10,2018-06-09,0.0,1.0,0
narrative_dem_reform,11,2018-06-09,0.0,1.0000000000000009,0
narrative_dem_reform,12,2018-06-09,0.0,1.0,0
narrative_dem_reform,13,2018-06-09,0.0,1.000000000000001,0
narrative_dem_reform,14,2018-06-09,0.0,1.0,0
narrative_dem_reform,15,2018-06-09,-0.09999999999999998,0.7698749998921364,0
narrative_dem_reform,16,2018-06-09,0.0,1.0,0
narrative_global,-9,2018-06-09,0.0,0.9999999999999999,0
narrative_global,-8,2018-06-09,0.0,1.0000000000000002,0
narrative_global,-7,2018-06-09,0.0,0.9999999999999993,0
narrative_global,-6,2018-06-09,0.0,1.0,0
narrative_global,-5,2018-06-09,0.0,0.999999999999999,0
narrative_global,-4,2018-06-09,0.0,1.0,0
narrative_global,-3,2018-06-09,0.0,1.0,0
narrative_global,-2,2018-06-09,0.0,1.0,0
narrative_global,-1,2018-06-09,0.0,0.9999999999999984,0
narrative_global,0,2018-06-09,0.0,1.0,0
narrative_global,1,2018-06-09,0.0,0.9999999999999984,0
narrative_global,2,2018-06-09,0.0,1.0,0
narrative_global,3,2018-06-09,0.0,1.0,0
narrative_global,4,2018-06-09,-0.723746864455746,0.00014051088941745632,1
narrative_global,5,2018-06-09,0.724568837309472,0.00020332816660887442,1
narrative_global,6,2018-06-09,0.0,1.0,0
narrative_global,7,2018-06-09,0.0,0.9999999999999993,0
narrative_global,8,2018-06-09,0.0,1.0000000000000002,0
narrative_global,9,2018-06-09,0.0,0.9999999999999999,0
narrative_global,10,2018-06-09,0.0,1.0,0
narrative_global,11,2018-06-09,0.0,1.0000000000000009,0
narrative_global,12,2018-06-09,0.0,1.0,0
narrative_global,13,2018-06-09,0.0,1.000000000000001,0
narrative_global,14,2018-06-09,-0.09090909090909091,0.7787253962454421,0
narrative_global,15,2018-06-09,0.0,1.0,0
narrative_global,16,2018-06-09,0.0,1.0,0
narrative_religion,-9,2018-06-09,0.0,0.9999999999999999,0
narrative_religion,-8,2018-06-09,0.0,1.0000000000000002,0
narrative_religion,-7,2018-06-09,-0.41943524640393054,0.07383287808031697,0
narrative_religion,-6,2018-06-09,0.0,1.0,0
narrative_religion,-5,2018-06-09,0.4183300132670379,0.05912657492339701,0
narrative_religion,-4,2018-06-09,0.0,1.0,0
narrative_religion,-3,2018-06-09,0.0,1.0,0
narrative_religion,-2,2018-06-09,0.0,1.0,0
narrative_religion,-1,2018-06-09,-0.41666666666666663,0.0382675236904109,1
narrative_religion,0,2018-06-09,0.41633319989322654,0.034377470448597035,1
narrative_religion,1,2018-06-09,0.0,0.9999999999999984,0
narrative_religion,2,2018-06-09,-0.41702882811414954,0.042622416166596,1
narrative_religion,3,2018-06-09,0.4392976851069795,0.03596803248970325,1
narrative_religion,4,2018-06-09,-0.020901483117353764,0.9264408389027374,0
narrative_religion,5,2018-06-09,0.0,0.999999999999999,0
narrative_religion,6,2018-06-09,0.0,1.0,0
narrative_religion,7,2018-06-09,0.0,0.9999999999999993,0
narrative_religion,8,2018-06-09,0.0,1.0000000000000002,0
narrative_religion,9,2018-06-09,-0.03535533905932736,0.8928400730288041,0
narrative_religion,10,2018-06-09,0.0,1.0,0
narrative_religion,11,2018-06-09,0.0,1.0000000000000009,0
narrative_religion,12,2018-06-09,-0.07692307692307691,0.7938058883554537,0
narrative_religion,13,2018-06-09,0.0,1.0,0
narrative_religion,14,2018-06-09,0.0,1.0,0
narrative_religion,15,2018-06-09,0.0,1.0,0
narrative_religion,16,2018-06-09,0.0,1.0,0
narrative_elections,-9,2018-06-09,0.0,0.9999999999999999,0
narrative_elections,-8,2018-06-09,0.0,1.0000000000000002,0
narrative_elections,-7,2018-06-09,-0.41943524640393054,0.07383287808031697,0
narrative_elections,-6,2018-06-09,0.0,1.0,0
narrative_elections,-5,2018-06-09,0.4183300132670379,0.05912657492339701,0
narrative_elections,-4,2018-06-09,0.0,1.0,0
narrative_elections,-3,2018-06-09,0.0,1.0,0
narrative_elections,-2,2018-06-09,0.0,1.0,0
narrative_elections,-1,2018-06-09,0.0,0.9999999999999984,0
narrative_elections,0,2018-06-09,0.0,1.0,0
narrative_elections,1,2018-06-09,0.0,0.9999999999999984,0
narrative_elections,2,2018-06-09,0.0,1.0,0
narrative_elections,3,2018-06-09,-0.4792338382985232,0.020680932284596117,1
narrative_elections,4,2018-06-09,0.4389311454644291,0.04098850864342768,1
narrative_elections,5,2018-06-09,0.0,0.999999999999999,0
narrative_elections,6,2018-06-09,-0.5129891760425771,0.02071954304481241,1
narrative_elections,7,2018-06-09,0.5137011669140813,0.024464633394733305,1
narrative_elections,8,2018-06-09,0.0,1.0000000000000002,0
narrative_elections,9,2018-06-09,0.0,0.9999999999999999,0
narrative_elections,10,2018-06-09,0.0,1.0,0
narrative_elections,11,2018-06-09,0.0,1.0000000000000009,0
narrative_elections,12,2018-06-09,0.0,1.0,0
narrative_elections,13,2018-06-09,-0.046829290579084706,0.8792549158623677,0
narrative_elections,14,2018-06-09,0.0,1.0,0
narrative_elections,15,2018-06-09,0.0,0.9999999999999996,0
narrative_elections,16,2018-06-09,-0.1111111111111111,0.7599229683487391,0
narrative_basic_needs,-9,2018-06-09,0.0,0.9999999999999999,0
narrative_basic_needs,-8,2018-06-09,0.0,1.0000000000000002,0
narrative_basic_needs,-7,2018-06-09,0.0,0.9999999999999993,0
narrative_basic_needs,-6,2018-06-09,0.029867384554474952,0.900525371464938,0
narrative_basic_needs,-5,2018-06-09,0.02839809171235325,0.9027470966774986,0
narrative_basic_needs,-4,2018-06-09,0.027066598098038366,0.9048281648017429,0
narrative_basic_needs,-3,2018-06-09,0.025854384499750954,0.9067825996615452,0
narrative_basic_needs,-2,2018-06-09,0.0,1.0,0
narrative_basic_needs,-1,2018-06-09,-0.5103103630798287,0.009151630103497978,1
narrative_basic_needs,0,2018-06-09,0.5099019513592784,0.007789079727799859,1
narrative_basic_needs,1,2018-06-09,0.0,0.9999999999999984,0
narrative_basic_needs,2,2018-06-09,0.0,1.0,0
narrative_basic_needs,3,2018-06-09,0.0,1.0,0
narrative_basic_needs,4,2018-06-09,0.0,1.0,0
narrative_basic_needs,5,2018-06-09,0.0,0.999999999999999,0
narrative_basic_needs,6,2018-06-09,0.0,1.0,0
narrative_basic_needs,7,2018-06-09,0.0,0.9999999999999993,0
narrative_basic_needs,8,2018-06-09,0.0,1.0000000000000002,0
narrative_basic_needs,9,2018-06-09,-0.03535533905932736,0.8928400730288041,0
narrative_basic_needs,10,2018-06-09,-0.7302967433402214,0.001316049193869829,1
narrative_basic_needs,11,2018-06-09,0.0,1.0000000000000009,0
narrative_basic_needs,12,2018-06-09,0.0,1.0,0
narrative_basic_needs,13,2018-06-09,0.0,1.000000000000001,0
narrative_basic_needs,14,2018-06-09,0.7385489458759964,0.0060808479270885365,1
narrative_basic_needs,15,2018-06-09,0.0,0.9999999999999996,0
narrative_basic_needs,16,2018-06-09,0.0,1.0,0
narrative_coup,-9,2018-06-09,0.0,0.9999999999999999,0
narrative_coup,-8,2018-06-09,0.0,1.0000000000000002,0
narrative_coup,-7,2018-06-09,0.0,0.9999999999999993,0
narrative_coup,-6,2018-06-09,0.0,1.0,0
narrative_coup,-5,2018-06-09,0.0,0.999999999999999,0
narrative_coup,-4,2018-06-09,0.0,1.0,0
narrative_coup,-3,2018-06-09,-0.7229988054812212,9.720119627037226e-05,1
narrative_coup,-2,2018-06-09,0.7223151185146152,6.730432047860157e-05,1
narrative_coup,-1,2018-06-09,0.0,0.9999999999999984,0
narrative_coup,0,2018-06-09,0.0,1.0,0
narrative_coup,1,2018-06-09,0.0,0.9999999999999984,0
narrative_coup,2,2018-06-09,0.0,1.0,0
narrative_coup,3,2018-06-09,0.0,1.0,0
narrative_coup,4,2018-06-09,0.0,1.0,0
narrative_coup,5,2018-06-09,0.0,0.999999999999999,0
narrative_coup,6,2018-06-09,0.0,1.0,0
narrative_coup,7,2018-06-09,-0.05555555555555553,0.8212832692417212,0
narrative_coup,8,2018-06-09,0.0,1.0,0
narrative_coup,9,2018-06-09,0.0,1.0,0
narrative_coup,10,2018-06-09,0.0,1.0,0
narrative_coup,11,2018-06-09,0.0,1.0,0
narrative_coup,12,2018-06-09,0.0,1.0,0
narrative_coup,13,2018-06-09,0.0,1.0,0
narrative_coup,14,2018-06-09,0.0,1.0,0
narrative_coup,15,2018-06-09,0.0,1.0,0
narrative_coup,16,2018-06-09,0.0,1.0,0
narrative_violence,-9,2018-06-09,0.0,1.0,0
narrative_violence,-8,2018-06-09,0.0,1.0,0
narrative_violence,-7,2018-06-09,0.0,1.0,0
narrative_violence,-6,2018-06-09,0.0,1.0,0
narrative_violence,-5,2018-06-09,0.0,1.0,0
narrative_violence,-4,2018-06-09,0.0,1.0,0
narrative_violence,-3,2018-06-09,0.0,1.0,0
narrative_violence,-2,2018-06-09,0.0,1.0,0
narrative_violence,-1,2018-06-09,0.0,1.0,0
narrative_violence,0,2018-06-09,0.0,1.0,0
narrative_violence,1,2018-06-09,0.0,1.0,0
narrative_violence,2,2018-06-09,0.0,1.0,0
narrative_violence,3,2018-06-09,0.0,1.0,0
narrative_violence,4,2018-06-09,0.0,1.0,0
narrative_violence,5,2018-06-09,0.0,1.0,0
narrative_violence,6,2018-06-09,0.0,1.0,0
narrative_violence,7,2018-06-09,0.0,1.0,0
narrative_violence,8,2018-06-09,0.0,1.0,0
narrative_violence,9,2018-06-09,0.0,1.0,0
narrative_violence,10,2018-06-09,0.0,1.0,0
narrative_violence,11,2018-06-09,0.0,1.0,0
narrative_violence,12,2018-06-09,0.0,1.0,0
narrative_violence,13,2018-06-09,0.0,1.0,0
narrative_violence,14,2018-06-09,0.0,1.0,0
narrative_violence,15,2018-06-09,0.0,1.0,0
narrative_violence,16,2018-06-09,0.0,1.0,0
