grievance,lag,protest,correlation,p_value,significant
narrative_gov,-9,2024-12-03,0.0,1.0,0
narrative_gov,-8,2024-12-03,0.0,1.0,0
narrative_gov,-7,2024-12-03,0.0,1.0,0
narrative_gov,-6,2024-12-03,0.0,1.0,0
narrative_gov,-5,2024-12-03,0.0,1.0,0
narrative_gov,-4,2024-12-03,0.0,1.0,0
narrative_gov,-3,2024-12-03,0.0,1.0,0
narrative_gov,-2,2024-12-03,0.0,1.0,0
narrative_gov,-1,2024-12-03,0.0,1.0,0
narrative_gov,0,2024-12-03,0.0,1.0,0
narrative_gov,1,2024-12-03,0.0,1.0,0
narrative_gov,2,2024-12-03,0.0,1.0,0
narrative_gov,3,2024-12-03,0.0,1.0,0
narrative_gov,4,2024-12-03,0.0,1.0,0
narrative_gov,5,2024-12-03,0.0,1.0,0
narrative_gov,6,2024-12-03,0.0,1.0,0
narrative_gov,7,2024-12-03,0.0,1.0,0
narrative_gov,8,2024-12-03,0.0,1.0,0
narrative_gov,9,2024-12-03,0.0,1.0,0
narrative_gov,10,2024-12-03,0.0,1.0,0
narrative_gov,11,2024-12-03,0.0,1.0,0
narrative_gov,12,2024-12-03,0.0,1.0,0
narrative_gov,13,2024-12-03,0.0,1.0,0
narrative_gov,14,2024-12-03,0.0,1.0,0
narrative_gov,15,2024-12-03,0.0,1.0,0
narrative_gov,16,2024-12-03,0.0,1.0,0
narrative_dem_reform,-9,2024-12-03,0.0,1.0,0
narrative_dem_reform,-8,2024-12-03,0.0,1.0,0
narrative_dem_reform,-7,2024-12-03,0.0,1.0,0
narrative_dem_reform,-6,2024-12-03,0.0,1.0,0
narrative_dem_reform,-5,2024-12-03,0.0,1.0,0
narrative_dem_reform,-4,2024-12-03,0.0,1.0,0
narrative_dem_reform,-3,2024-12-03,0.0,1.0,0
narrative_dem_reform,-2,2024-12-03,0.0,1.0,0
narrative_dem_reform,-1,2024-12-03,0.0,1.0,0
narrative_dem_reform,0,2024-12-03,0.0,1.0,0
narrative_dem_reform,1,2024-12-03,0.0,1.0,0
narrative_dem_reform,2,2024-12-03,0.0,1.0,0
narrative_dem_reform,3,2024-12-03,0.0,1.0,0
narrative_dem_reform,4,2024-12-03,0.0,1.0,0
narrative_dem_reform,5,2024-12-03,0.0,1.0,0
narrative_dem_reform,6,2024-12-03,0.0,1.0,0
narrative_dem_reform,7,2024-12-03,0.0,1.0,0
narrative_dem_reform,8,2024-12-03,0.0,1.0,0
narrative_dem_reform,9,2024-12-03,0.0,1.0,0
narrative_dem_reform,10,2024-12-03,0.0,1.0,0
narrative_dem_reform,11,2024-12-03,0.0,1.0,0
narrative_dem_reform,12,2024-12-03,0.0,1.0,0
narrative_dem_reform,13,2024-12-03,0.0,1.0,0
narrative_dem_reform,14,2024-12-03,0.0,1.0,0
narrative_dem_reform,15,2024-12-03,0.0,1.0,0
narrative_dem_reform,16,2024-12-03,0.0,1.0,0
narrative_global,-9,2024-12-03,0.0,1.0,0
narrative_global,-8,2024-12-03,0.0,1.0,0
narrative_global,-7,2024-12-03,0.0,1.0,0
narrative_global,-6,2024-12-03,0.0,1.0,0
narrative_global,-5,2024-12-03,0.0,1.0,0
narrative_global,-4,2024-12-03,0.0,1.0,0
narrative_global,-3,2024-12-03,0.0,1.0,0
narrative_global,-2,2024-12-03,0.0,1.0,0
narrative_global,-1,2024-12-03,0.0,1.0,0
narrative_global,0,2024-12-03,0.0,1.0,0
narrative_global,1,2024-12-03,0.0,1.0,0
narrative_global,2,2024-12-03,0.0,1.0,0
narrative_global,3,2024-12-03,0.0,1.0,0
narrative_global,4,2024-12-03,0.0,1.0,0
narrative_global,5,2024-12-03,0.0,1.0,0
narrative_global,6,2024-12-03,0.0,1.0,0
narrative_global,7,2024-12-03,0.0,1.0,0
narrative_global,8,2024-12-03,0.0,1.0,0
narrative_global,9,2024-12-03,0.0,1.0,0
narrative_global,10,2024-12-03,0.0,1.0,0
narrative_global,11,2024-12-03,0.0,1.0,0
narrative_global,12,2024-12-03,0.0,1.0,0
narrative_global,13,2024-12-03,0.0,1.0,0
narrative_global,14,2024-12-03,0.0,1.0,0
narrative_global,15,2024-12-03,0.0,1.0,0
narrative_global,16,2024-12-03,0.0,1.0,0
narrative_religion,-9,2024-12-03,0.0,1.0,0
narrative_religion,-8,2024-12-03,0.0,1.0,0
narrative_religion,-7,2024-12-03,0.0,1.0,0
narrative_religion,-6,2024-12-03,0.0,1.0,0
narrative_religion,-5,2024-12-03,0.0,1.0,0
narrative_religion,-4,2024-12-03,0.0,1.0,0
narrative_religion,-3,2024-12-03,0.0,1.0,0
narrative_religion,-2,2024-12-03,0.0,1.0,0
narrative_religion,-1,2024-12-03,0.0,1.0,0
narrative_religion,0,2024-12-03,0.0,1.0,0
narrative_religion,1,2024-12-03,0.0,1.0,0
narrative_religion,2,2024-12-03,0.0,1.0,0
narrative_religion,3,2024-12-03,0.0,1.0,0
narrative_religion,4,2024-12-03,0.0,1.0,0
narrative_religion,5,2024-12-03,0.0,1.0,0
narrative_religion,6,2024-12-03,0.0,1.0,0
narrative_religion,7,2024-12-03,0.0,1.0,0
narrative_religion,8,2024-12-03,0.0,1.0,0
narrative_religion,9,2024-12-03,0.0,1.0,0
narrative_religion,10,2024-12-03,0.0,1.0,0
narrative_religion,11,2024-12-03,0.0,1.0,0
